RANK,COMPANY NAME,GROWTH,EMPLOYEES,STATE, REVENUE ,FOUNDED,INDUSTRY
2875,Netsertive,143,313,NC,76.8 MM,2009,Advertising & Marketing
2896,Free Flow Wines,142,82,CA,7.1 MM,2009,Food & Beverage
2898,Revenue River,141,28,CO,2.6 MM,2009,Advertising & Marketing
2938,Silverline CRM,139,209,NY,36.8 MM,2009,IT System Development
2956,Skin by Lovely,138,20,OR,8.0 MM,2009,Consumer Products & Services
2957,The Spice Lab,138,55,FL,12.3 MM,2009,Food & Beverage
2964,MindMax,137,18,MA,6.4 MM,2009,Education
2980,All Things Barbecue,136,29,KS,8.9 MM,2009,Retail
2985,"College Hunks Hauling Junk and Moving (Atlanta, GA)",136,42,GA,2.7 MM,2009,Logistics & Transportation
2989,Mobomo,136,57,VA,13.1 MM,2009,Software
3017,Rapid Web Services,134,26,FL,12.4 MM,2009,Security
3023,Dom & Tom,133,66,NY,11.9 MM,2009,Software
3027,Digital Fusion,133,16,CO,4.7 MM,2009,Advertising & Marketing
3035,Putnam Recruiting Group,133,25,CA,4.0 MM,2009,Business Products & Services
3043,Scalar,132,40,UT,5.6 MM,2009,Financial Services
3049,Momentum Scientific,132,42,IL,2.2 MM,2009,Human Resources
3050,Nifty Marketing,132,25,ID,3.6 MM,2009,Advertising & Marketing
3052,Greasecycle,131,14,NC,2.3 MM,2009,Environmental Services
3072,Town Square Mortgage,130,173,TX,20.8 MM,2009,Financial Services
3091,Utility Concierge,129,31,TX,3.6 MM,2009,Consumer Products & Services
3097,Arizona Painting Company,129,115,AZ,10.2 MM,2009,Construction
3104,Value Trend Solutions,128,29,AZ,12.2 MM,2009,Real Estate
3106,"Computers, Electronics, Office Etc.",128,48,TX,4.3 MM,2009,IT Management
3117,Priority Lighting,127,8,CA,3.8 MM,2009,Construction
3122,Ecosense Lighting,127,95,CA,53.1 MM,2009,Manufacturing
3123,"Retail Solutions (Austin, Texas)",127,84,TX,8.5 MM,2009,Real Estate
3131,DYL,127,36,CA,4.9 MM,2009,Software
3135,freshbenies,126,14,TX,7.9 MM,2009,Health
3141,Ideosity,126,22,IL,4.5 MM,2009,IT System Development
3170,IT Management,124,18,CA,9.2 MM,2009,IT Management
3174,iMobile3,124,92,FL,10.3 MM,2009,Software
3175,Renegade Furniture Group,124,102,NY,43.5 MM,2009,Retail
3177,NetImpact Strategies,124,131,VA,24.5 MM,2009,Government Services
3191,New Avenue,123,3,CA,2.9 MM,2009,Construction
3201,Desai Hotel Group,123,130,MS,11.4 MM,2009,Real Estate
3214,Corps Solutions,122,225,VA,30.1 MM,2009,Government Services
3215,Segero,122,14,CA,7.5 MM,2009,Consumer Products & Services
3219,NoHo Hospitality Group,122,1381,NY,88.9 MM,2009,Food & Beverage
3220,Conversant Group,122,15,TN,7.1 MM,2009,IT Management
3223,Stomping Ground Photography,122,40,NY,2.4 MM,2009,Consumer Products & Services
3229,Azimuth (Illinois),122,8,IL,7.2 MM,2009,Government Services
3230,Tax Guard,122,62,CO,11.4 MM,2009,Financial Services
3237,Dream Local Digital,122,35,ME,2.5 MM,2009,Advertising & Marketing
3300,Credit Law Center,118,69,MO,4.4 MM,2009,Financial Services
3312,RipeConcepts,118,260,UT,5.4 MM,2009,Advertising & Marketing
3313,"Convene (New York, NY)",118,325,NY,55.5 MM,2009,Real Estate
3324,All Filters,117,10,UT,5.8 MM,2009,Retail
3335,Rockwell Partners,117,43,IL,26.1 MM,2009,Real Estate
3338,Monte Sano Research,117,67,AL,10.8 MM,2009,Government Services
3341,CTE Logistics,116,28,WA,9.2 MM,2009,Logistics & Transportation
3348,NGS Films and Graphics,116,26,GA,9.5 MM,2009,Construction
3352,Sustainable Supply,116,21,CO,20.0 MM,2009,Retail
3358,NanoRacks,115,43,DC,13.2 MM,2009,Business Products & Services
3366,Ice Now,115,24,AZ,3.4 MM,2009,Business Products & Services
3388,Avc Anton Video Concept,114,18,CA,4.6 MM,2009,Media
3391,Fusion PPT,114,49,VA,8.3 MM,2009,IT Management
3395,Chief Outsiders,113,61,TX,11.7 MM,2009,Advertising & Marketing
3404,People Driven Solutions,113,3,CA,2.0 MM,2009,IT Management
3408,CyberARMR,112,22,WA,2.4 MM,2009,IT Management
3410,MaxHome,112,105,LA,18.8 MM,2009,Construction
3420,The Auxiliary Group,112,7,FL,13.2 MM,2009,Logistics & Transportation
3427,Faye Business Systems Group,111,29,CA,6.9 MM,2009,Software
3475,Jones Therapy Services,109,77,TN,3.2 MM,2009,Health
3508,Versacor Enterprises,107,66,TX,7.6 MM,2009,Environmental Services
3529,Nutshell,107,23,MI,2.8 MM,2009,Software
3532,OER Services,107,8,IL,9.0 MM,2009,Government Services
3538,ODW Logistics & Transportation Services,106,55,OH,67.4 MM,2009,Logistics & Transportation
3542,Dribbble,106,29,CA,3.1 MM,2009,Software
3560,EXIT Strategy Realty,106,190,IL,6.2 MM,2009,Real Estate
3570,Pinot's Palette,105,29,TX,7.2 MM,2009,Retail
3575,Western Timber Frame,105,36,UT,6.4 MM,2009,Consumer Products & Services
3608,IT Veterans,103,29,VA,4.8 MM,2009,Government Services
3631,InCadence Strategic Solutions,102,98,VA,16.0 MM,2009,Government Services
3635,rezora,102,15,CO,2.5 MM,2009,Advertising & Marketing
3642,Horizon Construction & Remodeling,102,6,CA,3.6 MM,2009,Construction
3657,Festivals Unlimited,101,7,KY,4.7 MM,2009,Food & Beverage
3658,Development Group,101,53,CA,33.2 MM,2009,IT System Development
3711,Grapevine MSP Technology Services,99,30,CA,3.8 MM,2009,IT Management
3719,NTE Energy,99,25,FL,19.7 MM,2009,Energy
3725,EVELO Electric Bicycles,99,13,WA,2.8 MM,2009,Manufacturing
3740,We Insure,98,62,FL,13.2 MM,2009,Insurance
3774,Early Growth Financial Services,97,106,CA,12.7 MM,2009,Financial Services
3785,MDScripts,96,12,CO,4.3 MM,2009,Health
3799,The HCI Group,96,1111,FL,136.3 MM,2009,Health
3801,North Pacific Industries,96,9,WA,2.9 MM,2009,Construction
3811,Atlanta Communities Real Estate Brokerage,95,1098,GA,61.8 MM,2009,Real Estate
3812,BKA Content,95,15,UT,2.1 MM,2009,Business Products & Services
3839,SRIVEN TECHNOLOGIES,94,81,VA,7.8 MM,2009,IT System Development
3841,Dress Up,94,292,GA,19.1 MM,2009,Retail
3877,JC Smith,92,28,WV,3.8 MM,2009,Construction
3884,In Time Tec,92,17,ID,8.4 MM,2009,Software
3891,Chicago Marketing,92,220,IL,2.2 MM,2009,Advertising & Marketing
3907,Tach Tech,91,7,CA,8.2 MM,2009,IT Management
3924,Krilogy Financial,91,42,MO,7.3 MM,2009,Financial Services
3941,DrugTestsInBulk.com,90,35,CA,11.3 MM,2009,Health
3961,THMED,90,165,TX,40.0 MM,2009,Health
4049,Sales Empowerment Group,87,70,IL,5.1 MM,2009,Business Products & Services
4056,KBMax,86,25,TX,2.3 MM,2009,Software
4067,Marathon TS,86,165,VA,18.9 MM,2009,Government Services
4084,YakAttack,85,32,VA,3.7 MM,2009,Consumer Products & Services
4085,Platinum Choice Bancard,85,72,NJ,3.3 MM,2009,Financial Services
4087,Breckenridge Landscape Group,85,12,WI,5.2 MM,2009,Construction
4093,Marketing Maven,85,14,CA,2.3 MM,2009,Advertising & Marketing
4110,Optizmo Technologies,85,14,TX,3.0 MM,2009,Software
4124,JMJS,84,55,PA,61.1 MM,2009,Business Products & Services
4125,Preemo,84,13,FL,2.1 MM,2009,IT Management
4136,RENOVO Solutions,84,300,CA,76.0 MM,2009,Health
4144,G2 Technology Group,83,19,MA,5.4 MM,2009,Business Products & Services
4146,1SEO.com Digital Agency,83,70,PA,7.3 MM,2009,Advertising & Marketing
4150,AllStaff Solutions,83,180,GA,13.8 MM,2009,Business Products & Services
4166,Leading Path Consulting,83,55,VA,8.2 MM,2009,IT Management
4182,RE 360,82,32,PA,4.5 MM,2009,Real Estate
4194,KMS Technology,82,846,GA,26.2 MM,2009,IT System Development
4203,Globe Runner,81,14,TX,2.7 MM,2009,Advertising & Marketing
4205,Digital Boardwalk,81,17,FL,2.2 MM,2009,IT Management
4230,MegaCorp Logistics,80,205,NC,191.1 MM,2009,Logistics & Transportation
4234,High Level Marketing,80,45,MI,4.8 MM,2009,Advertising & Marketing
4276,Quality Engineering & Surveying,79,38,LA,3.6 MM,2009,Engineering
4298,Medisouth,78,30,TX,16.0 MM,2009,Business Products & Services
4317,"Spark Orthodontics, P.C.",77,82,PA,11.1 MM,2009,Health
4343,Modern Flames,77,15,AZ,4.9 MM,2009,Consumer Products & Services
4344,Rifle Paper Co.,77,173,FL,22.8 MM,2009,Consumer Products & Services
4354,de Jong DUKE,76,50,MI,16.5 MM,2009,Manufacturing
4406,Datalot,75,107,NY,63.4 MM,2009,Advertising & Marketing
4420,Early Upgrade,75,48,FL,48.9 MM,2009,Consumer Products & Services
4424,Solution Source,75,48,FL,4.7 MM,2009,Construction
4426,MindPoint Group,74,103,VA,19.8 MM,2009,Security
4432,Aloompa,74,26,TN,2.4 MM,2009,Software
4444,Philly Marketing Labs,74,12,PA,2.2 MM,2009,Advertising & Marketing
4463,Vernovis,74,141,OH,6.5 MM,2009,Business Products & Services
4465,Kids First Dental,74,47,SC,4.0 MM,2009,Health
4492,Costner Law Office,73,54,NC,8.9 MM,2009,Real Estate
4572,CGS Business Solutions,71,15,CA,2.1 MM,2009,IT Management
4583,Benefit Commerce Group,70,43,AZ,6.5 MM,2009,Insurance
4585,ExactCare Pharmacy,70,292,OH,163.3 MM,2009,Health
4596,Fresh Green Light,70,35,CT,2.2 MM,2009,Education
4607,Total Care Connections,69,200,AZ,3.1 MM,2009,Health
4643,FATHOM,68,127,AZ,30.2 MM,2009,Software
4652,DentalFix RX,68,39,FL,10.7 MM,2009,Health
4659,Konnect Agency,68,38,CA,5.4 MM,2009,Advertising & Marketing
4660,Mark-it Express,68,30,IL,26.6 MM,2009,Logistics & Transportation
4674,Pink Realty,67,51,CO,2.6 MM,2009,Real Estate
4682,Upward Projects,67,620,AZ,36.8 MM,2009,Food & Beverage
4691,FLORIDA EVENT DECOR,67,17,FL,2.5 MM,2009,Advertising & Marketing
4713,Internet Marketing Expert Group,66,31,TN,5.1 MM,2009,Travel & Hospitality
4766,OptConnect,64,44,UT,17.7 MM,2009,Business Products & Services
4796,C&R,64,13,CA,2.3 MM,2009,Advertising & Marketing
4863,Biomedical Research Laboratories,62,12,DE,4.9 MM,2009,Food & Beverage
4885,Vantage Payments,61,9,AZ,6.3 MM,2009,Financial Services
4907,WebMechanix,60,37,MD,3.5 MM,2009,Advertising & Marketing
4938,Event Decor Direct,59,55,FL,11.2 MM,2009,Business Products & Services
4942,VisiQuate,59,129,CA,14.5 MM,2009,Business Products & Services
4945,BlueGrace Logistics,59,474,FL,232.8 MM,2009,Logistics & Transportation
4951,Trinity Employment Specialists,59,78,OK,2.9 MM,2009,Human Resources
4957,Storyblocks,59,94,VA,28.8 MM,2009,Media
4974,IdeaScale,58,25,CA,4.7 MM,2009,Software
2,PopSockets,"71,424",118,CO,168.8 MM,2010,Consumer Products & Services
11,DGC International,"14,476",55,VA,179.7 MM,2010,Government Services
35,Fundrise,"7,340",49,DC,14.7 MM,2010,Financial Services
65,Project X,"4,411",26,NY,51.9 MM,2010,Advertising & Marketing
94,Snaps,"3,733",38,NY,5.6 MM,2010,Software
96,KnowBe4,"3,726",384,FL,64.5 MM,2010,IT Management
132,TerraCotta Technologies,"2,990",13,VA,9.2 MM,2010,Government Services
150,Untappd,"2,809",85,NC,8.0 MM,2010,Food & Beverage
170,Azure Knowledge,"2,534",116,NJ,9.0 MM,2010,Business Products & Services
217,FedWriters,"2,145",45,VA,3.4 MM,2010,Government Services
219,Brazi Bites,"2,138",7,OR,12.9 MM,2010,Food & Beverage
275,The Author,"1,784",11,VA,4.9 MM,2010,Media
290,Surgo Group,"1,678",25,NY,6.2 MM,2010,Software
291,DigitalOnUS,"1,670",123,CA,6.0 MM,2010,IT System Development
355,Alpha Omega Integration,"1,415",83,VA,16.5 MM,2010,Government Services
369,iGotOffer,"1,344",13,NY,6.1 MM,2010,Consumer Products & Services
374,FireDisc Cookers,"1,330",8,TX,2.0 MM,2010,Consumer Products & Services
389,Passport,"1,264",96,NC,12.3 MM,2010,Software
394,SleekEZ,"1,257",4,MT,2.3 MM,2010,Consumer Products & Services
422,Diesel Laptops,"1,188",65,SC,16.4 MM,2010,Business Products & Services
444,World Housing Solution,"1,145",4,FL,3.7 MM,2010,Manufacturing
479,Nature's Fusions Essential Oils,"1,054",50,UT,2.2 MM,2010,Consumer Products & Services
492,Bear Down Brands,"1,034",13,CA,49.8 MM,2010,Consumer Products & Services
494,The Bizzell Group,"1,030",65,MD,15.1 MM,2010,Government Services
511,Black Book Market Research,987,18,FL,4.5 MM,2010,Health
516,ISG Partners,975,17,GA,2.6 MM,2010,Human Resources
526,Images Luxury Nail Lounge,956,5,CA,4.0 MM,2010,Retail
528,PropLogix,949,85,FL,11.9 MM,2010,Real Estate
529,GEN-Y Hitch,948,6,IN,3.8 MM,2010,Manufacturing
536,Kipsu,936,40,MN,3.6 MM,2010,Software
571,BrightFarms,890,110,NY,9.8 MM,2010,Food & Beverage
574,World Services,885,41,VA,3.1 MM,2010,Government Services
581,The Penny Hoarder,861,82,FL,36.9 MM,2010,Media
602,Hireology,834,129,IL,15.3 MM,2010,Business Products & Services
606,Biotrans,828,130,MA,12.6 MM,2010,Logistics & Transportation
612,Tier 11,818,22,MA,2.1 MM,2010,Advertising & Marketing
619,Zeel,808,76,NY,22.6 MM,2010,Consumer Products & Services
628,Etegra,799,39,MO,5.5 MM,2010,Engineering
649,PrescribeWellness,778,130,CA,23.6 MM,2010,Health
658,Buildout,767,61,IL,5.2 MM,2010,Software
660,Agency 2.0,765,20,CA,4.6 MM,2010,Advertising & Marketing
665,Pipedrive,755,354,NY,35.0 MM,2010,Software
667,Orangetheory Fitness,750,363,FL,738.6 MM,2010,Health
676,HYPERICE,742,12,CA,10.6 MM,2010,Consumer Products & Services
677,GreenZone Solutions,741,42,VA,9.2 MM,2010,Business Products & Services
691,The Saatva Company,729,190,NY,202.1 MM,2010,Retail
698,Comfort Now,716,22,CA,3.6 MM,2010,Construction
708,VETNIQUE PET PRODUCTS,701,7,IL,3.1 MM,2010,Retail
735,Sports 1 Marketing,681,21,CA,20.9 MM,2010,Advertising & Marketing
739,Farmgirl Flowers,676,100,CA,14.9 MM,2010,Retail
740,Health Union,676,80,PA,17.9 MM,2010,Health
757,DiPietro Family Law Group,666,19,VA,4.4 MM,2010,Consumer Products & Services
772,Green Powered Technology,650,14,VA,2.0 MM,2010,Engineering
776,Lighter Capital,647,39,WA,11.9 MM,2010,Financial Services
797,Hill Technical Solutions,628,71,AL,8.0 MM,2010,Government Services
815,SHOCKOE,620,35,VA,4.6 MM,2010,Software
833,cellhelmet,600,40,PA,6.1 MM,2010,Consumer Products & Services
841,Rallybound,598,19,CA,2.0 MM,2010,Software
862,Cuddle Clones,583,43,KY,2.5 MM,2010,Consumer Products & Services
863,Domo,582,799,UT,108.5 MM,2010,Software
868,Aegis Strategies,578,91,IL,9.2 MM,2010,Logistics & Transportation
889,Bio-One,562,7,CO,2.4 MM,2010,Consumer Products & Services
898,InsuranceBee,553,11,MA,2.5 MM,2010,Insurance
899,Hunter Quinn Homes,551,22,SC,22.7 MM,2010,Construction
910,Vpak,543,24,NY,3.1 MM,2010,Advertising & Marketing
945,The Garage Group,523,14,OH,2.9 MM,2010,Advertising & Marketing
957,Land Gorilla,516,27,CA,6.0 MM,2010,Software
965,Rigado,513,35,OR,11.0 MM,2010,Computer Hardware
970,Onestaff Medical,510,456,NE,45.0 MM,2010,Health
982,Beyond Sports,502,15,WA,2.5 MM,2010,Education
994,Schweiger Dermatology Group,494,486,NY,63.5 MM,2010,Health
1006,Verius Property Group,489,13,LA,9.9 MM,2010,Real Estate
1008,Zingit Mobile,489,14,IL,2.2 MM,2010,Software
1018,P.L.A.Y. Pet Lifestyle and You,484,8,CA,5.4 MM,2010,Consumer Products & Services
1035,LinkedSelling,476,44,MO,6.0 MM,2010,Advertising & Marketing
1067,Conversion Logix,461,25,WA,8.1 MM,2010,Advertising & Marketing
1073,Street Smart Transmission,460,14,FL,4.4 MM,2010,Retail
1082,Embark,457,27,TX,3.5 MM,2010,Business Products & Services
1087,Wana Brands,455,73,CO,14.1 MM,2010,Food & Beverage
1097,Pronix,449,46,NJ,7.6 MM,2010,IT System Development
1100,FullContact,448,260,CO,14.0 MM,2010,Business Products & Services
1102,PT United,448,10,NH,2.3 MM,2010,Health
1107,Acuity Systems,445,26,VA,12.6 MM,2010,IT System Development
1137,Phobio,434,75,GA,126.0 MM,2010,Software
1144,Ambassador Software,429,39,MI,5.9 MM,2010,Software
1166,Focus Design Builders,419,21,NC,32.2 MM,2010,Construction
1183,KASA Solutions,409,40,IA,2.3 MM,2010,Business Products & Services
1185,Bridge Marketing,408,95,NJ,27.8 MM,2010,Advertising & Marketing
1195,Livewell Clinic,404,11,IA,2.1 MM,2010,Health
1199,Logical Position,403,362,OR,31.6 MM,2010,Advertising & Marketing
1212,Pharmapacks,399,279,NY,154.2 MM,2010,Retail
1215,FOR,397,27,AZ,2.2 MM,2010,Construction
1219,Nekter Juice Bar,396,1629,CA,60.2 MM,2010,Food & Beverage
1222,Productive AV,395,25,VA,4.1 MM,2010,Government Services
1227,Vintech Solutions,394,192,MO,12.9 MM,2010,Software
1262,DYNAMIC SOLUTIONS WORLDWIDE,384,23,WI,32.2 MM,2010,Retail
1282,EcoMark Solar,377,123,CO,16.1 MM,2010,Energy
1301,BlueDog,367,35,FL,2.9 MM,2010,Business Products & Services
1304,Energy Lighting Services,367,18,TN,5.6 MM,2010,Energy
1308,Suite Experience Group,365,4,CA,7.7 MM,2010,Travel & Hospitality
1310,Clinical Management Consultants,365,41,CA,8.4 MM,2010,Health
1317,F3 MFG,363,90,ME,10.3 MM,2010,Manufacturing
1319,Barratt Asset Management,363,54,IN,2.7 MM,2010,Real Estate
1340,Syntelligent Analytic Solutions,358,72,VA,3.7 MM,2010,Government Services
1364,TokenEx,347,20,OK,2.9 MM,2010,Software
1369,Mighty Spark Food Co.,346,16,MN,5.4 MM,2010,Food & Beverage
1376,Security Camera Warehouse,343,20,NC,7.7 MM,2010,Security
1380,Marine Layer,343,210,CA,26.8 MM,2010,Retail
1382,LG Fairmont,342,301,NY,8.3 MM,2010,Real Estate
1386,High Road Craft Ice Cream,342,45,GA,7.3 MM,2010,Food & Beverage
1395,EnDepth Solutions,340,26,MD,4.2 MM,2010,Government Services
1404,G&G LED Lighting,337,15,NY,4.4 MM,2010,Manufacturing
1408,MAER Construction,337,34,FL,6.7 MM,2010,Construction
1418,APPS SOLUTIONS,332,152,MI,17.3 MM,2010,IT System Development
1420,MomentFeed,331,100,CA,14.6 MM,2010,Software
1431,Onit,327,109,TX,10.3 MM,2010,Software
1471,Urjanet,318,450,GA,8.9 MM,2010,Software
1501,MedMen,314,293,CA,5.7 MM,2010,Retail
1515,P2sample,310,25,GA,13.1 MM,2010,Advertising & Marketing
1521,Auric Solar,309,200,UT,49.7 MM,2010,Energy
1529,Advanced Project Consulting,308,105,GA,12.1 MM,2010,Government Services
1530,Dream Live Prosper,308,218,PA,37.5 MM,2010,Real Estate
1535,Zippy Shell,307,88,DC,30.1 MM,2010,Logistics & Transportation
1551,Proforma Durkee,303,16,NC,5.0 MM,2010,Business Products & Services
1556,Metis Solutions,302,291,VA,36.8 MM,2010,Government Services
1557,Buffer,302,69,CA,14.8 MM,2010,Software
1559,Tipalti,301,84,CA,8.3 MM,2010,Software
1574,Creative Systems and Consulting,296,85,VA,25.0 MM,2010,Government Services
1589,Fuse Integration,294,36,CA,6.0 MM,2010,Government Services
1590,RDS Team,294,21,FL,3.2 MM,2010,Business Products & Services
1610,ProScribe,289,1600,TX,16.9 MM,2010,Health
1615,DENVER DESIGN BUILD,288,35,CO,16.8 MM,2010,Construction
1624,Fifteen Five,285,254,TX,7.3 MM,2010,Business Products & Services
1635,Denken Solutions,283,157,CA,17.3 MM,2010,Business Products & Services
1646,123Stores,281,70,NY,167.4 MM,2010,Retail
1655,ViewSPORT International,278,4,NY,4.8 MM,2010,Consumer Products & Services
1661,SoBe Promos,277,15,FL,4.8 MM,2010,Advertising & Marketing
1666,Magneti,277,11,CO,2.1 MM,2010,Advertising & Marketing
1667,Submittable,276,53,MT,3.0 MM,2010,Software
1670,F&S By Farrah,275,9,TX,2.1 MM,2010,Consumer Products & Services
1682,Draco Broadcast,273,12,CA,9.8 MM,2010,Manufacturing
1687,E-Volve Systems,273,22,OH,3.4 MM,2010,Engineering
1691,Collateral Management,272,30,FL,14.1 MM,2010,Real Estate
1693,SoHo Dragon,271,40,NY,3.1 MM,2010,IT System Development
1694,Sparxoo,271,24,FL,3.4 MM,2010,Advertising & Marketing
1721,Cloudbakers,266,36,IL,8.2 MM,2010,IT System Development
1725,Encore Search Partners,265,17,TX,2.6 MM,2010,Business Products & Services
1731,Modernizing Medicine,264,599,FL,110.9 MM,2010,Software
1732,n2grate,263,44,MD,101.7 MM,2010,Government Services
1733,Channel Factory,263,53,CA,34.0 MM,2010,Advertising & Marketing
1750,Blackstone Medical Services,260,47,FL,4.4 MM,2010,Health
1760,Spilt Ink,259,31,UT,2.7 MM,2010,Manufacturing
1761,Pepine Realty,258,54,FL,5.0 MM,2010,Real Estate
1784,The Haro Group of Keller Williams Real Estate,254,33,SC,2.8 MM,2010,Real Estate
1794,Sycamore International,251,34,PA,6.6 MM,2010,Computer Hardware
1806,ProviderTrust,249,55,TN,8.7 MM,2010,Software
1811,JD Precision Plumbing Services,249,26,TX,2.5 MM,2010,Construction
1812,NEOSTEK,249,35,VA,5.1 MM,2010,Government Services
1815,Vets First Choice,248,739,ME,157.5 MM,2010,Health
1822,The SMB Help Desk,248,47,IL,7.0 MM,2010,IT Management
1828,1 Source Business Solutions,246,23,UT,128.8 MM,2010,Human Resources
1834,Cochran Exteriors,245,42,IN,14.1 MM,2010,Construction
1854,Chenal Family Therapy,243,48,AR,2.3 MM,2010,Health
1862,DoHardMoney.com,241,35,UT,5.4 MM,2010,Real Estate
1878,Seal Software,238,166,CA,15.6 MM,2010,Software
1883,Passio Technologies,238,10,GA,2.7 MM,2010,Logistics & Transportation
1885,Praetorian,237,27,TX,9.5 MM,2010,Security
1914,TopBox Solutions,234,14,TX,2.4 MM,2010,IT Management
